planet_name,star_num,planet_num,moon_num,discovery_ref,pl_orbper,pl_rade,pl_masse,stellar_rad,stellar_mass,distance
Proxima Cen b,3,1,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute; et al. 2016</a>,11.1855,,,0.15,,1.30119
Proxima Cen b,3,1,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute; et al. 2016</a>,11.186,,,0.14,0.12,1.30119
eps Eri b,1,1,0,<a refstr=HATZES_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...544L.145H/abstract target=ref> Hatzes et al. 2000 </a>,2502,,492.6365,,0.83,3.2026
eps Eri b,1,1,0,<a refstr=HATZES_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...544L.145H/abstract target=ref> Hatzes et al. 2000 </a>,2502.1,,540.311,,0.85,3.2026
eps Eri b,1,1,0,<a refstr=HATZES_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...544L.145H/abstract target=ref> Hatzes et al. 2000 </a>,2690,,247.9074,,0.78,3.2026
GJ 887 b,1,2,0,<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200616372J/abstract target=ref>Jeffers et al. 2020</a>,9.262,,,0.47,0.49,3.29
GJ 887 c,1,2,0,<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200616372J/abstract target=ref>Jeffers et al. 2020</a>,21.789,,,0.47,0.49,3.29
Ross 128 b,1,1,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,9.8658,,,0.2,0.17,3.37454
GJ 15 A b,2,2,0,<a refstr=HOWARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794...51H/abstract target=ref>Howard et al. 2014</a>,11.4407,,,0.38,0.38,3.56228
GJ 15 A b,2,2,0,<a refstr=HOWARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794...51H/abstract target=ref>Howard et al. 2014</a>,11.4433,,,0.39,0.38,3.56228
GJ 15 A c,2,2,0,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,7600,,,0.38,0.38,3.56228
tau Cet e,1,4,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,162.87,,,,0.78,3.60304
tau Cet f,1,4,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,636.13,,,,0.78,3.60304
tau Cet g,1,4,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,20,,,,0.78,3.60304
tau Cet h,1,4,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,49.41,,,,0.78,3.60304
eps Ind A b,3,1,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5002F/abstract target=ref>Feng et al. 2019</a>,16510,,1032.9475,,0.75,3.63857
GJ 1061 b,1,3,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,3.204,,,0.16,0.12,3.67278
GJ 1061 c,1,3,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,6.689,,,0.16,0.12,3.67278
GJ 1061 d,1,3,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,13.031,,,0.16,0.12,3.67278
YZ Cet b,1,3,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.9689,,,0.17,0.13,3.71207
YZ Cet b,1,3,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.96876,,,0.17,0.13,3.71207
YZ Cet c,1,3,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,0.75215,,,0.17,0.13,3.71207
YZ Cet c,1,3,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,3.06008,,,0.17,0.13,3.71207
YZ Cet d,1,3,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.65627,,,0.17,0.13,3.71207
YZ Cet d,1,3,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.6568,,,0.17,0.13,3.71207
Teegarden's Star b,1,2,0,<a refstr=ZECHMEISTER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..49Z/abstract target=ref>Zechmeister et al. 2019</a>,4.91,,,0.11,0.09,3.83078
Teegarden's Star c,1,2,0,<a refstr=ZECHMEISTER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..49Z/abstract target=ref>Zechmeister et al. 2019</a>,11.409,,,0.11,0.09,3.83078
Kapteyn c,1,1,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,121.54,,,0.29,0.28,3.93305
Wolf 1061 b,1,3,0,<a refstr=WRIGHT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817L..20W/abstract target=ref>Wright et al. 2016</a>,4.8876,,,,0.25,4.30592
Wolf 1061 b,1,3,0,<a refstr=WRIGHT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817L..20W/abstract target=ref>Wright et al. 2016</a>,4.8869,,,0.31,0.29,4.30592
Wolf 1061 c,1,3,0,<a refstr=WRIGHT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817L..20W/abstract target=ref>Wright et al. 2016</a>,17.8719,,,0.31,0.29,4.30592
Wolf 1061 c,1,3,0,<a refstr=WRIGHT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817L..20W/abstract target=ref>Wright et al. 2016</a>,17.867,,,,0.25,4.30592
Wolf 1061 d,1,3,0,<a refstr=WRIGHT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817L..20W/abstract target=ref>Wright et al. 2016</a>,217.21,,,0.31,0.29,4.30592
Wolf 1061 d,1,3,0,<a refstr=WRIGHT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817L..20W/abstract target=ref>Wright et al. 2016</a>,67.27,,,,0.25,4.30592
GJ 9066 b,1,2,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,241.883,,,,0.15,4.471
GJ 9066 c,1,2,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,767.887,,,,0.15,4.471
GJ 674 b,1,1,0,<a refstr=BONFILS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...474..293B/abstract target=ref> Bonfils et al. 2007 </a>,4.6938,,,,0.35,4.54896
GJ 687 b,1,2,0,<a refstr=BURT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...789..114B/abstract target=ref> Burt et al. 2014</a>,38.14,,,0.42,0.41,4.54939
GJ 687 b,1,2,0,<a refstr=BURT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...789..114B/abstract target=ref> Burt et al. 2014</a>,38.142,,,,0.4,4.54939
GJ 687 b,1,2,0,<a refstr=BURT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...789..114B/abstract target=ref> Burt et al. 2014</a>,38.14,,,0.43,0.45,4.54939
GJ 687 c,1,2,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,727.562,,,,0.4,4.54939
GJ 876 b,1,4,0,<a refstr=MARCY_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.147M/abstract target=ref> Marcy et al. 1998 </a>,60.85,,,0.35,0.34,4.67517
GJ 876 b,1,4,0,<a refstr=MARCY_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.147M/abstract target=ref> Marcy et al. 1998 </a>,61.02,,,0.35,0.34,4.67517
GJ 876 b,1,4,0,<a refstr=MARCY_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.147M/abstract target=ref> Marcy et al. 1998 </a>,61.1166,,723.2235,0.3,0.32,4.67517
GJ 876 b,1,4,0,<a refstr=MARCY_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.147M/abstract target=ref> Marcy et al. 1998 </a>,60.83,,804.076,0.35,0.34,4.67517
GJ 876 b,1,4,0,<a refstr=MARCY_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.147M/abstract target=ref> Marcy et al. 1998 </a>,61.087,,845.3,,0.37,4.67517
GJ 876 b,1,4,0,<a refstr=MARCY_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.147M/abstract target=ref> Marcy et al. 1998 </a>,61.082,,,0.35,0.34,4.67517
GJ 876 b,1,4,0,<a refstr=MARCY_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.147M/abstract target=ref> Marcy et al. 1998 </a>,61.065,,839.04,,0.33,4.67517
GJ 876 c,1,4,0,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...556..296M/abstract target=ref> Marcy et al. 2001 </a>,30.259,,273.32,,0.33,4.67517
GJ 876 c,1,4,0,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...556..296M/abstract target=ref> Marcy et al. 2001 </a>,30.126,,,0.35,0.34,4.67517
GJ 876 c,1,4,0,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...556..296M/abstract target=ref> Marcy et al. 2001 </a>,30.0881,,226.9846,0.3,0.32,4.67517
GJ 876 c,1,4,0,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...556..296M/abstract target=ref> Marcy et al. 2001 </a>,30.12,,,0.35,0.34,4.67517
GJ 876 c,1,4,0,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...556..296M/abstract target=ref> Marcy et al. 2001 </a>,30.0784,,266.2,,0.37,4.67517
GJ 876 c,1,4,0,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...556..296M/abstract target=ref> Marcy et al. 2001 </a>,30.455,,251.075,0.35,0.34,4.67517
GJ 876 d,1,4,0,<a refstr=RIVERA_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...634..625R/abstract target=ref> Rivera et al. 2005 </a>,1.93778,,6.83,0.3,0.32,4.67517
GJ 876 d,1,4,0,<a refstr=RIVERA_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...634..625R/abstract target=ref> Rivera et al. 2005 </a>,1.93774,,7.53,0.35,0.34,4.67517
GJ 876 d,1,4,0,<a refstr=RIVERA_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...634..625R/abstract target=ref> Rivera et al. 2005 </a>,1.93778,,,0.35,0.34,4.67517
GJ 876 d,1,4,0,<a refstr=RIVERA_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...634..625R/abstract target=ref> Rivera et al. 2005 </a>,1.93785,,,,0.33,4.67517
GJ 876 d,1,4,0,<a refstr=RIVERA_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...634..625R/abstract target=ref> Rivera et al. 2005 </a>,1.937848,,7.49,,0.37,4.67517
GJ 876 d,1,4,0,<a refstr=RIVERA_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...634..625R/abstract target=ref> Rivera et al. 2005 </a>,1.938,,,0.35,0.34,4.67517
GJ 876 e,1,4,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,124.4,,,0.35,0.34,4.67517
GJ 876 e,1,4,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,124.26,,14.6,0.3,0.32,4.67517
GJ 876 e,1,4,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,124.5,,16.58,,0.37,4.67517
GJ 832 b,1,2,0,<a refstr=BAILEY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690..743B/abstract target=ref> Bailey et al. 2009 </a>,3507,,,0.44,0.44,4.96435
GJ 832 b,1,2,0,<a refstr=BAILEY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690..743B/abstract target=ref> Bailey et al. 2009 </a>,3657,,,,0.45,4.96435
GJ 832 b,1,2,0,<a refstr=BAILEY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690..743B/abstract target=ref> Bailey et al. 2009 </a>,3416,,,0.48,0.45,4.96435
GJ 832 c,1,2,0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791..114W/abstract target=ref> Wittenmyer et al. 2014</a>,35.68,,,,0.45,4.96435
GJ 682 b,1,2,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,17.478,,,,0.27,5.00671
GJ 682 c,1,2,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,57.32,,,,0.27,5.00671
HD 26965 b,3,1,0,<a refstr=MA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.2411M/abstract target=ref>Ma et al. 2018</a>,42.378,,,0.87,0.78,5.03545
GJ 3323 b,1,2,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,5.3636,,,0.12,0.16,5.37484
GJ 3323 c,1,2,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,40.54,,,0.12,0.16,5.37484
GJ 411 b,1,1,0,<a refstr=D_IACUTE_AZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..17D/abstract target=ref>D&iacute;az et al. 2019</a>,12.9532,,,0.39,0.39,5.675773
GJ 229 A c,2,2,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,121.995,,,,0.58,5.75624
GJ 229 b,2,2,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,526.115,,,,0.58,5.75624
GJ 229 b,2,2,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,471,,,,0.58,5.75624
HD 180617 b,2,1,0,<a refstr=KAMINSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.115K/abstract target=ref>Kaminski et al. 2018</a>,105.9,,,0.45,0.45,5.91059
HD 180617 b,2,1,0,<a refstr=KAMINSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.115K/abstract target=ref>Kaminski et al. 2018</a>,105.911,,,0.48,0.48,5.91059
GJ 273 b,1,2,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,18.6498,,,0.29,0.29,5.921535
GJ 273 c,1,2,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.7234,,,0.29,0.29,5.921535
HD 20794 b,1,4,0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,18.315,,,,0.7,6.00278
HD 20794 b,1,4,0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,18.33,,,,0.81,6.00278
HD 20794 c,1,4,0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,43.17,,,,0.81,6.00278
HD 20794 c,1,4,0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,40.114,,,,0.7,6.00278
HD 20794 d,1,4,0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,88.9,,,,0.81,6.00278
HD 20794 d,1,4,0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,90.309,,,,0.7,6.00278
HD 20794 e,1,4,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605A.103F/abstract target=ref>Feng et al. 2017</a>,147.02,,,,0.81,6.00278
GJ 581 b,1,3,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,5.3686,,,0.33,0.31,6.2981
GJ 581 b,1,3,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,5.36841,,,0.29,0.31,6.2981
GJ 581 b,1,3,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,5.36874,,,,,6.2981
GJ 581 b,1,3,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,5.368,,,0.33,0.31,6.2981
GJ 581 b,1,3,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,5.366,,,0.29,0.31,6.2981
GJ 581 c,1,3,0,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,12.919,,,0.33,0.31,6.2981
GJ 581 c,1,3,0,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,12.9191,,,0.29,0.31,6.2981
GJ 581 c,1,3,0,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,12.914,,,0.33,0.31,6.2981
GJ 581 c,1,3,0,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,12.9292,,,,,6.2981
GJ 581 e,1,3,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,3.14867,,,0.29,0.31,6.2981
GJ 581 e,1,3,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,3.149,,,0.33,0.31,6.2981
GJ 581 e,1,3,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,3.153,,,0.33,0.31,6.2981
GJ 581 e,1,3,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,3.14942,,,,,6.2981
GJ 338 B b,2,1,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...637A..93G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2020</a>,24.45,,,0.58,0.64,6.33256
GJ 625 b,1,1,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605A..92S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2017</a>,14.628,,,0.31,0.3,6.47249
HD 219134 b,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,3.092926,1.602,4.74,0.78,0.81,6.53127
HD 219134 b,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,3.0935,1.606,,0.78,0.78,6.53127
HD 219134 b,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,3.0931,,,0.77,0.79,6.53127
HD 219134 c,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,6.767,,,0.78,0.78,6.53127
HD 219134 c,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,6.7635,,,0.77,0.79,6.53127
HD 219134 c,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,6.76458,1.511,4.36,0.78,0.81,6.53127
HD 219134 d,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,46.859,1.61,16.17,0.78,0.81,6.53127
HD 219134 d,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,46.66,,,0.78,0.78,6.53127
HD 219134 d,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,46.71,,,0.77,0.79,6.53127
HD 219134 f,1,6,0,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,22.717,1.31,7.3,0.78,0.81,6.53127
HD 219134 f,1,6,0,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,22.805,,,0.77,0.79,6.53127
HD 219134 g,1,6,0,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,94.2,,,0.77,0.79,6.53127
HD 219134 h,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,2247,,,0.77,0.79,6.53127
HD 219134 h,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,2146,,,,0.79,6.53127
HD 219134 h,1,6,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,1842,,,0.78,0.78,6.53127
LTT 1445 A b,3,1,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,5.35882,1.38,2.2,0.28,0.26,6.86929
LTT 1445 A b,3,1,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,5.35877,1.223,,0.28,,6.86929
GJ 667 C b,3,5,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,7.1999,,,,,7.24396
GJ 667 C b,3,5,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,7.2,,,,,7.24396
GJ 667 C b,3,5,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,7.2004,,,,0.33,7.24396
GJ 667 C b,3,5,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,7.20066,,,,,7.24396
